SR. NO.,CCMS NO,Zone,Latitude,Longitude,Type of Light,No. Of Lights,Wattage,Ward No.,Wattage,Connected Load,,,
40,WZ-120-003,WEST,28.611538,77.079054,LED,1,72,120,72,72,,,
41,WZ-120-003,WEST,28.611526,77.079207,LED,1,72,120,72,72,,,
42,WZ-120-003,WEST,28.611351,77.079232,LED,1,72,120,72,72,,,
43,WZ-120-003,WEST,28.611069,77.079243,LED,1,72,120,72,72,,,
44,WZ-120-003,WEST,28.611033,77.079261,LED,1,72,120,72,72,,,
45,WZ-120-003,WEST,28.610746,77.079316,LED,1,72,120,72,72,,,
46,WZ-120-003,WEST,28.610663,77.079307,LED,1,72,120,72,72,,,
47,WZ-120-003,WEST,28.610395,77.079737,LED,1,72,120,72,72,,,
48,WZ-120-003,WEST,28.610396,77.079738,LED,1,72,120,72,72,,,
49,WZ-120-003,WEST,28.610482,77.079604,LED,1,72,120,72,72,,,
50,WZ-120-003,WEST,28.610502,77.079725,LED,1,72,120,72,72,,,
51,WZ-120-003,WEST,28.610504,77.079726,LED,1,72,120,72,72,,,
52,WZ-120-003,WEST,28.61064,77.079807,LED,1,72,120,72,72,,,
53,WZ-120-003,WEST,28.610827,77.079818,LED,1,72,120,72,72,,,
54,WZ-120-003,WEST,28.610956,77.079801,LED,1,72,120,72,72,,,
55,WZ-120-003,WEST,28.610971,77.079796,LED,1,72,120,72,72,,,
56,WZ-120-003,WEST,28.611004,77.079647,LED,1,72,120,72,72,,,
57,WZ-120-003,WEST,28.611006,77.079624,LED,1,72,120,72,72,,,
58,WZ-120-003,WEST,28.611065,77.079349,LED,1,72,120,72,72,,,
59,WZ-120-003,WEST,28.61106,77.079346,LED,1,72,120,72,72,,,
60,WZ-120-003,WEST,28.611035,77.079218,LED,1,72,120,72,72,,,
61,WZ-120-003,WEST,28.611066,77.079011,LED,1,72,120,72,72,,,
62,WZ-120-003,WEST,28.611067,77.07901,LED,1,72,120,72,72,,,
63,WZ-120-003,WEST,28.611192,77.078917,LED,1,72,120,72,72,,,
64,WZ-120-003,WEST,28.611009,77.078829,LED,1,72,120,72,72,,,
65,WZ-120-003,WEST,28.611042,77.07864,LED,1,72,120,72,72,,,
66,WZ-120-003,WEST,28.610886,77.078677,LED,1,72,120,72,72,,,
67,WZ-120-003,WEST,28.610722,77.078669,LED,1,72,120,72,72,,,
1,WZ-103-03A,WEST,28.675287,77.117253,LED,1,72,103,72,72,,,
3,WZ-103-03A,WEST,28.675306,77.117103,LED,1,72,103,72,72,,,
4,WZ-103-03A,WEST,28.675337,77.116944,LED,1,72,103,72,72,,,
5,WZ-103-03A,WEST,28.675292,77.116794,LED,1,72,103,72,72,,,
6,WZ-103-03A,WEST,28.675516,77.115372,LED,1,72,103,72,72,,,
7,WZ-103-03A,WEST,28.675521,77.115369,LED,1,72,103,72,72,,,
8,WZ-103-03A,WEST,28.675556,77.115241,LED,1,72,103,72,72,,,
9,WZ-103-03A,WEST,28.67557,77.11521,LED,1,72,103,72,72,,,
10,WZ-103-03A,WEST,28.675562,77.115158,LED,1,72,103,72,72,,,
11,WZ-103-03A,WEST,28.675633,77.114789,LED,1,72,103,72,72,,,
12,WZ-103-03A,WEST,28.675626,77.114613,LED,1,72,103,72,72,,,
13,WZ-103-03A,WEST,28.675675,77.11444,LED,1,72,103,72,72,,,
14,WZ-103-03A,WEST,28.675715,77.11411,LED,1,72,103,72,72,,,
27,WZ-103-03A,WEST,28.674884,77.114212,LED,1,72,103,72,72,,,
28,WZ-103-03A,WEST,28.675412,77.114349,LED,1,72,103,72,72,,,
29,WZ-103-03A,WEST,28.675599,77.114578,LED,1,72,103,72,72,,,
30,WZ-103-03A,WEST,28.675221,77.114706,LED,1,72,103,72,72,,,
31,WZ-103-03A,WEST,28.675012,77.114712,LED,1,72,103,72,72,,,
32,WZ-103-03A,WEST,28.674873,77.114707,LED,1,35,103,35,35,,,
33,WZ-103-03A,WEST,28.675113,77.114774,LED,1,35,103,35,35,,,
34,WZ-103-03A,WEST,28.675147,77.114805,LED,1,35,103,35,35,,,
35,WZ-103-03A,WEST,28.675152,77.114951,LED,1,35,103,35,35,,,
36,WZ-103-03A,WEST,28.674872,77.115005,LED,1,35,103,35,35,,,
37,WZ-103-03A,WEST,28.674873,77.115006,LED,1,35,103,35,35,,,
38,WZ-103-03A,WEST,28.674541,77.114728,LED,1,35,103,35,35,,,
39,WZ-103-03A,WEST,28.674559,77.114838,LED,1,35,103,35,35,,,
40,WZ-103-03A,WEST,28.674566,77.11488,LED,1,35,103,35,35,,,
41,WZ-103-03A,WEST,28.674541,77.114971,LED,1,35,103,35,35,,,
42,WZ-103-03A,WEST,28.674537,77.114974,LED,1,35,103,35,35,,,
43,WZ-103-03A,WEST,28.674536,77.114977,LED,1,72,103,72,72,,,
44,WZ-103-03A,WEST,28.674502,77.115008,LED,1,72,103,72,72,,,
45,WZ-103-03A,WEST,28.67481,77.11505,LED,1,72,103,72,72,,,
46,WZ-103-03A,WEST,28.675133,77.115071,LED,1,72,103,72,72,,,
47,WZ-103-03A,WEST,28.675215,77.114906,LED,1,45,103,45,45,,,
48,WZ-103-03A,WEST,28.675217,77.114906,LED,1,72,103,72,72,,,
49,WZ-103-03A,WEST,28.675216,77.114907,LED,1,72,103,72,72,,,
50,WZ-103-03A,WEST,28.675151,77.115433,LED,1,72,103,72,72,,,
51,WZ-103-03A,WEST,28.675167,77.115512,LED,1,72,103,72,72,,,
52,WZ-103-03A,WEST,28.674979,77.115482,LED,1,72,103,72,72,,,
53,WZ-103-03A,WEST,28.674705,77.11552,LED,2,72X2,103,72,144,,,
54,WZ-103-03A,WEST,28.67469,77.115525,LED,1,72,103,72,72,,,
55,WZ-103-03A,WEST,28.674521,77.115457,LED,1,72,103,72,72,,,
56,WZ-103-03A,WEST,28.674481,77.11546,LED,1,72,103,72,72,,,
57,WZ-103-03A,WEST,28.674452,77.115466,LED,2,72X2,103,72,144,,,
58,WZ-103-03A,WEST,28.674412,77.11545,LED,1,72,103,72,72,,,
59,WZ-103-03A,WEST,28.674415,77.11545,LED,1,72,103,72,72,,,
60,WZ-103-03A,WEST,28.674422,77.115447,LED,1,72,103,72,72,,,
61,WZ-103-03A,WEST,28.67439,77.115437,LED,1,72,103,72,72,,,
62,WZ-103-03A,WEST,28.674413,77.115222,LED,1,72,103,72,72,,,
63,WZ-103-03A,WEST,28.67443,77.115216,LED,1,72,103,72,72,,,
64,WZ-103-03A,WEST,28.674425,77.115086,LED,1,72,103,72,72,,,
65,WZ-103-03A,WEST,28.674415,77.11539,LED,1,72,103,72,72,,,
66,WZ-103-03A,WEST,28.674362,77.115403,LED,2,72X2,103,72,144,,,
67,WZ-103-03A,WEST,28.674252,77.115419,LED,1,72,103,72,72,,,
68,WZ-103-03A,WEST,28.67424,77.115429,LED,1,72,103,72,72,,,
69,WZ-103-03A,WEST,28.674995,77.11604,LED,1,72,103,72,72,,,
70,WZ-103-03A,WEST,28.675073,77.116016,LED,1,72,103,72,72,,,
71,WZ-103-03A,WEST,28.675326,77.11599,LED,1,72,103,72,72,,,
72,WZ-103-03A,WEST,28.675435,77.116245,LED,1,72,103,72,72,,,
73,WZ-103-03A,WEST,28.675391,77.116504,LED,2,72X2,103,72,144,,,
74,WZ-103-03A,WEST,28.675335,77.115879,LED,1,72,103,72,72,,,
75,WZ-103-03A,WEST,28.675534,77.115546,LED,1,72,103,72,72,,,
76,WZ-103-03A,WEST,28.675523,77.115644,LED,1,72,103,72,72,,,
77,WZ-103-03A,WEST,28.675521,77.115643,LED,1,72,103,72,72,,,
1,WZ-104-003,WEST,28.675343,77.117247,LED,1,72,104,72,72,,,
2,WZ-104-003,WEST,28.675343,77.117247,LED,1,72,104,72,72,,,
3,WZ-104-003,WEST,28.675357,77.117208,LED,1,72,104,72,72,,,
4,WZ-104-003,WEST,28.67534,77.117098,LED,1,72,104,72,72,,,
5,WZ-104-003,WEST,28.675263,77.117045,LED,1,72,104,72,72,,,
6,WZ-104-003,WEST,28.675048,77.117044,LED,1,72,104,72,72,,,
7,WZ-104-003,WEST,28.674887,77.117083,LED,1,72,104,72,72,,,
8,WZ-104-003,WEST,28.674618,77.116822,LED,1,72,104,72,72,,,
9,WZ-104-003,WEST,28.674472,77.116752,LED,1,72,104,72,72,,,
10,WZ-104-003,WEST,28.674373,77.116617,LED,1,72,104,72,72,,,
11,WZ-104-003,WEST,28.674388,77.116456,LED,2,72X2,104,72,144,,,
12,WZ-104-003,WEST,28.674388,77.116367,LED,1,72,104,72,72,,,
13,WZ-104-003,WEST,28.674416,77.116364,LED,1,72,104,72,72,,,
14,WZ-104-003,WEST,28.674783,77.116392,LED,1,72,104,72,72,,,
15,WZ-104-003,WEST,28.674936,77.116369,LED,1,72,104,72,72,,,
16,WZ-104-003,WEST,28.674935,77.116378,LED,1,72,104,72,72,,,
17,WZ-104-003,WEST,28.67495,77.11641,LED,1,72,104,72,72,,,
18,WZ-104-003,WEST,28.674986,77.116458,LED,1,72,104,72,72,,,
19,WZ-104-003,WEST,28.674986,77.116458,LED,1,72,104,72,72,,,
20,WZ-104-003,WEST,28.675209,77.116554,LED,1,72,104,72,72,,,
21,WZ-104-003,WEST,28.675195,77.11671,LED,1,72,104,72,72,,,
22,WZ-104-003,WEST,28.675166,77.116786,LED,1,72,104,72,72,,,
23,WZ-104-003,WEST,28.674999,77.11675,LED,1,72,104,72,72,,,
24,WZ-104-003,WEST,28.674998,77.11675,LED,1,72,104,72,72,,,
25,WZ-104-003,WEST,28.674856,77.116772,LED,1,72,104,72,72,,,
26,WZ-104-003,WEST,28.674429,77.116773,LED,1,72,104,72,72,,,
27,WZ-104-003,WEST,28.674235,77.116742,LED,1,72,104,72,72,,,
28,WZ-104-003,WEST,28.674179,77.11692,LED,1,72,104,72,72,,,
29,WZ-104-003,WEST,28.674165,77.116984,LED,1,72,104,72,72,,,
30,WZ-104-003,WEST,28.67416,77.11703,LED,1,72,104,72,72,,,
31,WZ-104-003,WEST,28.674157,77.117186,LED,1,72,104,72,72,,,
32,WZ-104-003,WEST,28.674236,77.117274,LED,1,72,104,72,72,,,
33,WZ-104-003,WEST,28.67445,77.117344,LED,1,72,104,72,72,,,
34,WZ-104-003,WEST,28.67452,77.117424,LED,1,72,104,72,72,,,
35,WZ-104-003,WEST,28.674575,77.117494,LED,1,72,104,72,72,,,
36,WZ-104-003,WEST,28.6746,77.117799,LED,1,72,104,72,72,,,
37,WZ-104-003,WEST,28.674386,77.117751,LED,1,72,104,72,72,,,
38,WZ-104-003,WEST,28.674205,77.117762,LED,1,72,104,72,72,,,
39,WZ-104-003,WEST,28.674069,77.117728,LED,1,72,104,72,72,,,
40,WZ-104-003,WEST,28.674028,77.117657,LED,1,72,104,72,72,,,
41,WZ-104-003,WEST,28.673997,77.117699,LED,1,72,104,72,72,,,
42,WZ-104-003,WEST,28.674086,77.117723,LED,1,72,104,72,72,,,
43,WZ-104-003,WEST,28.67426,77.117778,LED,1,72,104,72,72,,,
44,WZ-104-003,WEST,28.674257,77.117932,LED,1,72,104,72,72,,,
45,WZ-104-003,WEST,28.674314,77.118145,LED,1,72,104,72,72,,,
46,WZ-104-003,WEST,28.67473,77.118332,LED,1,72,104,72,72,,,
47,WZ-104-003,WEST,28.674842,77.118444,LED,1,72,104,72,72,,,
48,WZ-104-003,WEST,28.674932,77.11845,LED,1,72,104,72,72,,,
49,WZ-104-003,WEST,28.674938,77.118451,LED,1,72,104,72,72,,,
50,WZ-104-003,WEST,28.674938,77.11845,LED,1,72,104,72,72,,,
51,WZ-104-003,WEST,28.674986,77.118466,LED,1,72,104,72,72,,,
52,WZ-104-003,WEST,28.674997,77.118465,LED,1,72,104,72,72,,,
53,WZ-104-003,WEST,28.674986,77.118358,LED,1,72,104,72,72,,,
54,WZ-104-003,WEST,28.675046,77.118277,LED,1,72,104,72,72,,,
55,WZ-104-003,WEST,28.675024,77.118197,LED,1,72,104,72,72,,,
56,WZ-104-003,WEST,28.675069,77.117997,LED,1,72,104,72,72,,,
57,WZ-104-003,WEST,28.675081,77.117835,LED,1,72,104,72,72,,,
58,WZ-104-003,WEST,28.675086,77.117735,LED,1,72,104,72,72,,,
59,WZ-104-003,WEST,28.675037,77.117705,LED,1,72,104,72,72,,,
1,WZ-120-016,WEST,28.606655,77.070648,LED,1,72,120,72,72,,,
2,WZ-120-016,WEST,28.606665,77.070621,LED,1,72,120,72,72,,,
3,WZ-120-016,WEST,28.606634,77.070619,LED,1,72,120,72,72,,,
4,WZ-120-016,WEST,28.606672,77.070751,LED,1,72,120,72,72,,,
5,WZ-120-016,WEST,28.60666,77.07099,LED,1,72,120,72,72,,,
6,WZ-120-016,WEST,28.606674,77.071044,LED,1,72,120,72,72,,,
7,WZ-120-016,WEST,28.606667,77.07138,LED,1,72,120,72,72,,,
8,WZ-120-016,WEST,28.606622,77.071721,LED,1,72,120,72,72,,,
9,WZ-120-016,WEST,28.606627,77.071743,LED,1,72,120,72,72,,,
10,WZ-120-016,WEST,28.606633,77.071778,LED,1,72,120,72,72,,,
11,WZ-120-016,WEST,28.606641,77.071795,LED,1,72,120,72,72,,,
12,WZ-120-016,WEST,28.606462,77.071827,LED,1,72,120,72,72,,,
13,WZ-120-016,WEST,28.606338,77.07182,LED,1,72,120,72,72,,,
14,WZ-120-016,WEST,28.606338,77.07182,LED,1,72,120,72,72,,,
15,WZ-120-016,WEST,28.606249,77.071843,LED,1,72,120,72,72,,,
16,WZ-120-016,WEST,28.606248,77.071845,LED,1,72,120,72,72,,,
17,WZ-120-016,WEST,28.606198,77.071514,LED,1,72,120,72,72,,,
18,WZ-120-016,WEST,28.606208,77.071202,LED,1,72,120,72,72,,,
19,WZ-120-016,WEST,28.606143,77.070894,LED,1,72,120,72,72,,,
20,WZ-120-016,WEST,28.606171,77.070668,LED,1,72,120,72,72,,,
21,WZ-120-016,WEST,28.60617,77.070663,LED,1,72,120,72,72,,,
22,WZ-120-016,WEST,28.606275,77.070605,LED,1,72,120,72,72,,,
23,WZ-120-016,WEST,28.606275,77.070605,LED,1,72,120,72,72,,,
24,WZ-120-016,WEST,28.606289,77.070679,LED,1,72,120,72,72,,,
25,WZ-120-016,WEST,28.606309,77.070728,LED,1,72,120,72,72,,,
26,WZ-120-016,WEST,28.60623,77.070786,LED,1,72,120,72,72,,,
27,WZ-120-016,WEST,28.606218,77.071028,LED,1,72,120,72,72,,,
28,WZ-120-016,WEST,28.606219,77.071049,LED,1,72,120,72,72,,,
29,WZ-120-016,WEST,28.606244,77.071333,LED,1,72,120,72,72,,,
30,WZ-120-016,WEST,28.606263,77.071672,LED,1,72,120,72,72,,,
31,WZ-120-016,WEST,28.606261,77.071691,LED,1,72,120,72,72,,,
32,WZ-120-016,WEST,28.606478,77.071867,LED,1,72,120,72,72,,,
33,WZ-120-016,WEST,28.606612,77.07194,LED,1,72,120,72,72,,,
34,WZ-120-016,WEST,28.606612,77.071942,LED,1,72,120,72,72,,,
35,WZ-120-016,WEST,28.606628,77.071948,LED,1,72,120,72,72,,,
36,WZ-120-016,WEST,28.606772,77.071995,LED,1,72,120,72,72,,,
37,WZ-120-016,WEST,28.606817,77.071988,LED,1,72,120,72,72,,,
38,WZ-120-016,WEST,28.606803,77.07179,LED,1,72,120,72,72,,,
39,WZ-120-016,WEST,28.606805,77.071676,LED,1,72,120,72,72,,,
40,WZ-120-016,WEST,28.606806,77.071674,LED,1,72,120,72,72,,,
41,WZ-120-016,WEST,28.606844,77.071387,LED,1,72,120,72,72,,,
42,WZ-120-016,WEST,28.606861,77.071095,LED,1,72,120,72,72,,,
43,WZ-120-016,WEST,28.607028,77.070849,LED,1,72,120,72,72,,,
44,WZ-120-016,WEST,28.607057,77.070876,LED,1,72,120,72,72,,,
45,WZ-120-016,WEST,28.607054,77.070911,LED,1,72,120,72,72,,,
46,WZ-120-016,WEST,28.607016,77.07112,LED,1,72,120,72,72,,,
47,WZ-120-016,WEST,28.607017,77.071117,LED,1,72,120,72,72,,,
48,WZ-120-016,WEST,28.606987,77.071302,LED,1,72,120,72,72,,,
49,WZ-120-016,WEST,28.607138,77.071539,LED,1,72,120,72,72,,,
50,WZ-120-016,WEST,28.607187,77.071477,LED,1,72,120,72,72,,,
51,WZ-120-016,WEST,28.607236,77.071311,LED,1,72,120,72,72,,,
52,WZ-120-016,WEST,28.607234,77.071134,LED,1,72,120,72,72,,,
53,WZ-120-016,WEST,28.607257,77.070937,LED,1,72,120,72,72,,,
54,WZ-120-016,WEST,28.607252,77.070693,LED,1,72,120,72,72,,,
55,WZ-120-016,WEST,28.607321,77.070692,LED,1,72,120,72,72,,,
56,WZ-120-016,WEST,28.607321,77.070692,LED,1,72,120,72,72,,,
57,WZ-120-016,WEST,28.60737,77.070899,LED,1,72,120,72,72,,,
58,WZ-120-016,WEST,28.607393,77.071037,LED,1,72,120,72,72,,,
59,WZ-120-016,WEST,28.607399,77.071086,LED,1,72,120,72,72,,,
60,WZ-120-016,WEST,28.60739,77.071267,LED,1,72,120,72,72,,,
61,WZ-120-016,WEST,28.607528,77.071504,LED,1,72,120,72,72,,,
62,WZ-120-016,WEST,28.607542,77.071746,LED,1,72,120,72,72,,,
63,WZ-120-016,WEST,28.607457,77.071876,LED,1,72,120,72,72,,,
64,WZ-120-016,WEST,28.607419,77.071883,LED,1,72,120,72,72,,,
65,WZ-120-016,WEST,28.607278,77.072087,LED,1,72,120,72,72,,,
66,WZ-120-016,WEST,28.607264,77.071966,LED,1,72,120,72,72,,,
1,WZ-120-010,WEST,28.626888,77.041243,LED,1,72,120,72,72,,,
2,WZ-120-010,WEST,28.626888,77.041242,LED,1,72,120,72,72,,,
3,WZ-120-010,WEST,28.626869,77.041276,LED,1,72,120,72,72,,,
4,WZ-120-010,WEST,28.626866,77.041295,LED,1,72,120,72,72,,,
5,WZ-120-010,WEST,28.626835,77.041586,LED,1,72,120,72,72,,,
6,WZ-120-010,WEST,28.626841,77.041719,LED,1,72,120,72,72,,,
7,WZ-120-010,WEST,28.626841,77.041719,LED,1,72,120,72,72,,,
8,WZ-120-010,WEST,28.626842,77.041747,LED,1,72,120,72,72,,,
9,WZ-120-010,WEST,28.626872,77.041919,LED,1,72,120,72,72,,,
10,WZ-120-010,WEST,28.626973,77.041972,LED,1,72,120,72,72,,,
11,WZ-120-010,WEST,28.627027,77.041895,LED,1,72,120,72,72,,,
12,WZ-120-010,WEST,28.62704,77.04178,LED,1,72,120,72,72,,,
13,WZ-120-010,WEST,28.627067,77.041688,LED,1,72,120,72,72,,,
14,WZ-120-010,WEST,28.62707,77.041672,LED,1,72,120,72,72,,,
15,WZ-120-010,WEST,28.627097,77.041577,LED,1,72,120,72,72,,,
16,WZ-120-010,WEST,28.627168,77.041594,LED,1,72,120,72,72,,,
17,WZ-120-010,WEST,28.627141,77.041692,LED,1,72,120,72,72,,,
18,WZ-120-010,WEST,28.627033,77.041948,LED,1,72,120,72,72,,,
19,WZ-120-010,WEST,28.62708,77.042066,LED,1,72,120,72,72,,,
20,WZ-120-010,WEST,28.627088,77.04225,LED,1,72,120,72,72,,,
21,WZ-120-010,WEST,28.62716,77.042347,LED,1,72,120,72,72,,,
22,WZ-120-010,WEST,28.62712,77.042477,LED,1,72,120,72,72,,,
23,WZ-120-010,WEST,28.627114,77.042508,LED,1,72,120,72,72,,,
24,WZ-120-010,WEST,28.627171,77.04257,LED,1,72,120,72,72,,,
25,WZ-120-010,WEST,28.627223,77.042428,LED,1,72,120,72,72,,,
26,WZ-120-010,WEST,28.627228,77.042378,LED,1,72,120,72,72,,,
27,WZ-120-010,WEST,28.62723,77.04225,LED,1,72,120,72,72,,,
28,WZ-120-010,WEST,28.627285,77.042093,LED,1,72,120,72,72,,,
29,WZ-120-010,WEST,28.627211,77.041764,LED,1,72,120,72,72,,,
30,WZ-120-010,WEST,28.627198,77.041627,LED,1,72,120,72,72,,,
31,WZ-120-010,WEST,28.627411,77.041574,LED,1,72,120,72,72,,,
32,WZ-120-010,WEST,28.627405,77.041636,LED,1,72,120,72,72,,,
33,WZ-120-010,WEST,28.627428,77.041801,LED,1,72,120,72,72,,,
34,WZ-120-010,WEST,28.627457,77.042005,LED,1,72,120,72,72,,,
35,WZ-120-010,WEST,28.627604,77.042248,LED,1,72,120,72,72,,,
36,WZ-120-010,WEST,28.627582,77.042101,LED,1,72,120,72,72,,,
37,WZ-120-010,WEST,28.62759,77.041986,LED,1,72,120,72,72,,,
38,WZ-120-010,WEST,28.627594,77.041767,LED,1,72,120,72,72,,,
39,WZ-120-010,WEST,28.627658,77.041603,LED,1,72,120,72,72,,,
40,WZ-120-010,WEST,28.627758,77.041569,LED,1,72,120,72,72,,,
41,WZ-120-010,WEST,28.62776,77.041624,LED,1,72,120,72,72,,,
42,WZ-120-010,WEST,28.627761,77.041734,LED,1,72,120,72,72,,,
43,WZ-120-010,WEST,28.627737,77.041881,LED,1,72,120,72,72,,,
44,WZ-120-010,WEST,28.627713,77.042076,LED,1,72,120,72,72,,,
45,WZ-120-010,WEST,28.627721,77.042161,LED,1,72,120,72,72,,,
46,WZ-120-010,WEST,28.627816,77.041207,LED,1,72,120,72,72,,,
47,WZ-120-010,WEST,28.627762,77.040929,LED,1,72,120,72,72,,,
48,WZ-120-010,WEST,28.627737,77.040716,LED,1,72,120,72,72,,,
49,WZ-120-010,WEST,28.627747,77.040571,LED,1,72,120,72,72,,,
50,WZ-120-010,WEST,28.627394,77.04085,LED,1,72,120,72,72,,,
51,WZ-120-010,WEST,28.627291,77.040849,LED,1,72,120,72,72,,,
52,WZ-120-010,WEST,28.627441,77.04093,LED,1,72,120,72,72,,,
53,WZ-120-010,WEST,28.627458,77.041101,LED,1,72,120,72,72,,,
54,WZ-120-010,WEST,28.627458,77.041113,LED,1,72,120,72,72,,,
55,WZ-120-010,WEST,28.627459,77.041143,LED,1,72,120,72,72,,,
56,WZ-120-010,WEST,28.627477,77.041208,LED,1,72,120,72,72,,,
57,WZ-120-010,WEST,28.627341,77.04124,LED,1,72,120,72,72,,,
58,WZ-120-010,WEST,28.626939,77.041255,LED,1,72,120,72,72,,,
59,WZ-120-010,WEST,28.626815,77.041252,LED,1,72,120,72,72,,,
60,WZ-120-010,WEST,28.626815,77.041255,LED,1,72,120,72,72,,,
61,WZ-120-010,WEST,28.626759,77.041427,LED,1,72,120,72,72,,,
62,WZ-120-010,WEST,28.626691,77.041521,LED,1,72,120,72,72,,,
63,WZ-120-010,WEST,28.626692,77.041523,LED,1,72,120,72,72,,,
64,WZ-120-010,WEST,28.626668,77.041628,LED,1,72,120,72,72,,,
65,WZ-120-010,WEST,28.626657,77.041667,LED,1,72,120,72,72,,,
66,WZ-120-010,WEST,28.626641,77.041904,LED,1,72,120,72,72,,,
67,WZ-120-010,WEST,28.62666,77.041812,LED,1,72,120,72,72,,,
68,WZ-120-010,WEST,28.62659,77.041774,LED,1,72,120,72,72,,,
1,WZ-126-023,WEST,28.627484,77.04019,LED,1,72,126,72,72,,,
2,WZ-126-023,WEST,28.627441,77.040253,LED,1,72,126,72,72,,,
3,WZ-126-023,WEST,28.627444,77.04026,LED,1,72,126,72,72,,,
4,WZ-126-023,WEST,28.627472,77.040474,LED,1,72,126,72,72,,,
5,WZ-126-023,WEST,28.627479,77.040615,LED,1,72,126,72,72,,,
6,WZ-126-023,WEST,28.62747,77.040826,LED,1,72,126,72,72,,,
7,WZ-126-023,WEST,28.62766,77.040884,LED,1,72,126,72,72,,,
8,WZ-126-023,WEST,28.627665,77.04089,LED,1,72,126,72,72,,,
9,WZ-126-023,WEST,28.627695,77.040697,LED,1,72,126,72,72,,,
10,WZ-126-023,WEST,28.627691,77.0406,LED,1,72,126,72,72,,,
11,WZ-126-023,WEST,28.627715,77.040301,LED,1,72,126,72,72,,,
12,WZ-126-023,WEST,28.627722,77.040291,LED,4,140X4,126,140,560,,,
13,WZ-126-023,WEST,28.627738,77.040286,LED,1,72,126,72,72,,,
14,WZ-126-023,WEST,28.627746,77.040111,LED,1,72,126,72,72,,,
15,WZ-126-023,WEST,28.627773,77.039909,LED,1,72,126,72,72,,,
16,WZ-126-023,WEST,28.627714,77.039665,LED,1,72,126,72,72,,,
17,WZ-126-023,WEST,28.627713,77.039662,LED,1,72,126,72,72,,,
18,WZ-126-023,WEST,28.627762,77.039542,LED,1,72,126,72,72,,,
19,WZ-126-023,WEST,28.627782,77.039367,LED,1,72,126,72,72,,,
20,WZ-126-023,WEST,28.627827,77.039323,LED,1,72,126,72,72,,,
21,WZ-126-023,WEST,28.627833,77.039315,LED,1,72,126,72,72,,,
22,WZ-126-023,WEST,28.627841,77.039306,LED,2,72X2,126,72,144,,,
23,WZ-126-023,WEST,28.627848,77.039293,LED,1,72,126,72,72,,,
24,WZ-126-023,WEST,28.62795,77.039244,LED,1,72,126,72,72,,,
25,WZ-126-023,WEST,28.62802,77.039141,LED,1,72,126,72,72,,,
26,WZ-126-023,WEST,28.62809,77.039009,LED,1,72,126,72,72,,,
27,WZ-126-023,WEST,28.628093,77.039003,LED,1,72,126,72,72,,,
28,WZ-126-023,WEST,28.627704,77.038868,LED,1,72,126,72,72,,,
29,WZ-126-023,WEST,28.627738,77.038778,LED,1,72,126,72,72,,,
30,WZ-126-023,WEST,28.627622,77.038852,LED,1,72,126,72,72,,,
31,WZ-126-023,WEST,28.627617,77.038862,LED,1,72,126,72,72,,,
32,WZ-126-023,WEST,28.627572,77.039054,LED,1,72,126,72,72,,,
33,WZ-126-023,WEST,28.627497,77.039198,LED,1,72,126,72,72,,,
34,WZ-126-023,WEST,28.627501,77.039207,LED,1,72,126,72,72,,,
35,WZ-126-023,WEST,28.627819,77.039211,LED,1,72,126,72,72,,,
36,WZ-126-023,WEST,28.627867,77.039489,LED,1,72,126,72,72,,,
37,WZ-126-023,WEST,28.627872,77.039494,LED,1,72,126,72,72,,,
38,WZ-126-023,WEST,28.627896,77.039508,LED,1,72,126,72,72,,,
39,WZ-126-023,WEST,28.62794,77.039637,LED,1,72,126,72,72,,,
40,WZ-126-023,WEST,28.62794,77.039639,LED,1,72,126,72,72,,,
41,WZ-126-023,WEST,28.627929,77.039846,LED,1,72,126,72,72,,,
42,WZ-126-023,WEST,28.627947,77.039894,LED,1,72,126,72,72,,,
43,WZ-126-023,WEST,28.627967,77.03999,LED,1,72,126,72,72,,,
44,WZ-126-023,WEST,28.627962,77.040115,LED,1,72,126,72,72,,,
45,WZ-126-023,WEST,28.627958,77.04013,LED,1,72,126,72,72,,,
46,WZ-126-023,WEST,28.627997,77.040233,LED,1,72,126,72,72,,,
47,WZ-126-023,WEST,28.62798,77.040249,LED,1,72,126,72,72,,,
48,WZ-126-023,WEST,28.627904,77.040194,LED,1,72,126,72,72,,,
49,WZ-126-023,WEST,28.627902,77.040191,LED,1,72,126,72,72,,,
50,WZ-126-023,WEST,28.627651,77.040175,LED,1,72,126,72,72,,,
51,WZ-126-023,WEST,28.627545,77.040137,LED,1,72,126,72,72,,,
52,WZ-126-023,WEST,28.627588,77.040003,LED,1,72,126,72,72,,,
53,WZ-126-023,WEST,28.627492,77.039723,LED,1,72,126,72,72,,,
54,WZ-126-023,WEST,28.627493,77.039704,LED,1,72,126,72,72,,,
55,WZ-126-023,WEST,28.627534,77.039572,LED,1,72,126,72,72,,,
56,WZ-126-023,WEST,28.627584,77.039475,LED,1,72,126,72,72,,,
57,WZ-126-023,WEST,28.627582,77.039475,LED,1,72,126,72,72,,,
58,WZ-126-023,WEST,28.627485,77.039358,LED,1,72,126,72,72,,,
59,WZ-126-023,WEST,28.627341,77.03936,LED,1,72,126,72,72,,,
60,WZ-126-023,WEST,28.627181,77.039365,LED,4,140X4,126,140,560,,,
61,WZ-126-023,WEST,28.627045,77.039307,LED,1,72,126,72,72,,,
